event_dimension_id,date,closing_implied_prob_1,closing_implied_prob_X,closing_implied_prob_2,event_name,result
253477000010,2021-01-16,,,,Godoy Cruz - Gimnasia La Plata,
257885500006,2021-04-02,0.47034087518113704,0.258875078492565,0.270784019638086,Tvååkers IF - Torns IF,1-1
257886250013,2021-04-02,0.42720672066207,0.252267242845846,0.32051925969426504,Lunds BK - Osterlen FF,1-1
257884500006,2021-04-03,0.525702919898322,0.22597446045256198,0.24831941872253102,Skövde AIK - Qviding FIF,1-0
257886000010,2021-04-03,0.42713555114460205,0.26349801555625196,0.309360876766732,FC Trollhättan - Lindome GIF,1-2
257885000007,2021-04-03,,,,FC Linköping City - Vänersborgs IF,
257887500003,2021-04-03,0.30336304163211,0.238004584884038,0.45863510484923603,Oskarshamns AIK - Utsiktens BK,2-1
257885000005,2021-04-03,0.320082692946928,0.256291134815638,0.42362617223743393,Assyriska Turabdin IK - Ljungskile SK,1-0
257887250005,2021-04-05,0.503856303839711,0.23758627657662199,0.2585577792197,IFK Malmo FK - Åtvidabergs FF,1-1
257885750010,2021-04-10,0.351497832074529,0.267117836483521,0.38138663987046995,Vänersborgs IF - Tvååkers IF,1-0
257886750004,2021-04-10,0.45835749947582394,0.274967814359115,0.26667173622991,Lindome GIF - Skövde AIK,2-0
257884500007,2021-04-10,,,,Torns IF - FC Linköping City,
257886000018,2021-04-10,0.26680018167826397,0.25522769751842106,0.477981476899004,Åtvidabergs FF - FC Trollhättan,0-2
257886250017,2021-04-10,0.557645074062748,0.255339618161088,0.18701431874069396,Ljungskile SK - IFK Malmo FK,3-0
257887250009,2021-04-10,0.332431344402721,0.25967547277105,0.40789590010535903,Qviding FIF - Oskarshamns AIK,1-0
257887750008,2021-04-10,0.45909675353323104,0.23196005765930702,0.308940043993061,Osterlen FF - Assyriska IK,0-0
257885250014,2021-04-11,0.593934297590749,0.255260464531602,0.150803702854318,Utsiktens BK - Lunds BK,2-0
257887000017,2021-04-16,0.377257282780687,0.292820618400308,0.329922098819004,FC Trollhättan - Ljungskile SK,1-0
257886000019,2021-04-17,0.48285004255012604,0.237847887532553,0.27929815909010397,Tvååkers IF - Qviding FIF,2-2
257886000020,2021-04-17,0.31945373289636303,0.244433147803647,0.43611149568459995,IFK Malmo FK - Lindome GIF,2-0
257886500012,2021-04-17,0.42566794870072,0.254979306802852,0.31935309342225104,Assyriska IK - Vänersborgs IF,1-4
257887750011,2021-04-17,0.568974699504906,0.235261759924469,0.19575987799907998,Oskarshamns AIK - Torns IF,5-1
257884000017,2021-04-17,0.458186955278507,0.262603445182322,0.27920077313319797,Skövde AIK - Osterlen FF,1-0
257885000012,2021-04-17,,,,FC Linköping City - Utsiktens BK,
257886000027,2021-04-17,0.5166739572014191,0.23503394817817003,0.24829907642561,Lunds BK - Åtvidabergs FF,1-1
257884250020,2021-04-24,,,,Lindome GIF - FC Linköping City,
257886000030,2021-04-24,0.4714468113088521,0.24854238660191197,0.28000315386452695,Qviding FIF - IFK Malmo FK,0-0
257887000018,2021-04-24,0.470969483343652,0.24483483171206896,0.284196589171188,Osterlen FF - Tvååkers IF,0-1
257887500013,2021-04-24,0.436451213696273,0.238004584884038,0.325541857542703,Vänersborgs IF - Torns IF,1-2
257884250018,2021-04-24,0.220608323725173,0.220608323725173,0.558785348170204,Åtvidabergs FF - Oskarshamns AIK,1-1
257886500017,2021-04-24,0.436303803551709,0.255175621568924,0.30852076920564303,Ljungskile SK - Skövde AIK,2-1
257887500020,2021-04-24,0.8148685809865129,0.119950848835288,0.0651882748643402,Utsiktens BK - Assyriska IK,2-2
257887500021,2021-04-24,0.6263088148261889,0.22561347231385298,0.148084397515049,FC Trollhättan - Lunds BK,2-2
257886750019,2021-04-30,0.507286657790407,0.249595189098116,0.243118153111476,Skövde AIK - Vänersborgs IF,4-1
265374250002,2021-05-01,0.380339401512174,0.254817513603484,0.36483802911243396,Tvååkers IF - FC Trollhättan,1-1
257886250024,2021-05-01,0.594115891872207,0.214733276254265,0.191143491800176,Torns IF - Åtvidabergs FF,2-2
257884250026,2021-05-01,0.338263105630176,0.235104530031094,0.426632268034155,Lunds BK - Lindome GIF,2-1
257884750012,2021-05-01,0.470724371465622,0.225822498410707,0.303456553985598,Oskarshamns AIK - Ljungskile SK,3-2
257887750017,2021-05-01,,,,FC Linköping City - Osterlen FF,
257885250027,2021-05-01,0.36627666294225497,0.26743687465204896,0.36627666294225497,Assyriska IK - Qviding FIF,Other result
257886000038,2021-05-02,0.19575987799907998,0.235261759924469,0.568974699504906,IFK Malmo FK - Utsiktens BK,1-0
257884000027,2021-05-08,0.510389633389423,0.23799535931902902,0.251609994011233,Osterlen FF - Torns IF,1-3
