event_dimension_id,date,closing_implied_prob_1,closing_implied_prob_X,closing_implied_prob_2,event_name,result
252928500003,2021-01-16,0.656929699128437,0.237668091828709,0.10540220904285301,Millonarios FC - Envigado FC,1-0
252929500003,2021-01-17,0.249802813545102,0.298692096577724,0.45150905739865294,Patriotas FC - América de Cali,
252928750004,2021-01-17,0.6254694785114321,0.23815352976862803,0.13637699171994,Junior Barranquilla - Independiente Medellín,1-0
252928750005,2021-01-17,0.40500069878904,0.327466391273505,0.267532909937455,Deportivo Pasto - La Equidad Seguros,2-2
252928000009,2021-01-18,0.433388887440446,0.322647354308216,0.243963758251338,Atlético Nacional S.A - Independiente Santa Fe,2-0
252929000001,2021-01-18,0.6791818506452839,0.220788459379663,0.10002968997505302,Deportivo Cali - Jaguares de Córdoba,1-0
252928500004,2021-01-18,0.537264883961898,0.283634000942651,0.179101115095451,Deportes Tolima - Once Caldas Manizales,1-1
252928500002,2021-01-20,0.565416451281635,0.279255536821438,0.15533496599528,Atlético Bucaramanga - Boyacá Chicó,2-0
252931000007,2021-01-21,0.4352090798493011,0.32849719966179697,0.23628973928862304,Alianza Petrolera - Deportivo Pereira,2-2
253904000003,2021-01-22,0.12157294884673299,0.264041096350411,0.614381297171349,Boyacá Chicó - Millonarios FC,
253906500004,2021-01-23,0.634884573315503,0.240066295809811,0.12504704800085198,Independiente Medellín - Patriotas FC,2-1
253906500003,2021-01-23,0.330804127952368,0.308393327583247,0.360802544464385,Envigado FC - Deportivo Pasto,0-1
254223500004,2021-01-24,,,,Independiente Santa Fe - Deportes Tolima,
253907250002,2021-01-24,0.470880713820326,0.310592742224338,0.218526543955335,América de Cali - Rionegro Águilas Doradas,1-1
253907000003,2021-01-25,0.391942076123087,0.318834264209727,0.289232021692442,Jaguares de Córdoba - Atlético Bucaramanga,2-1
253904250004,2021-01-25,0.22718106730554,0.280490585029607,0.49232834766485295,Deportivo Pereira - Deportivo Cali,0-1
254112500013,2021-01-25,0.278826671100178,0.291062458057351,0.43011087084247096,La Equidad Seguros - Atlético Nacional S.A,1-0
253904250005,2021-01-25,0.260032341354573,0.31960116020095797,0.42036649844446794,Once Caldas Manizales - Junior Barranquilla,1-2
254467500006,2021-01-27,0.123572229204001,0.272387331846403,0.604037651704857,Boyacá Chicó - Milonarios FC,
254121250001,2021-01-30,0.34994210312711105,0.30126692835751,0.348790968515378,Jaguares de Córdoba - Alianza Petrolera,2-0
254123250001,2021-01-30,0.645313498727662,0.23889717865544602,0.115789322616892,Deportivo Cali - Envigado FC,1-1
254120250002,2021-01-30,0.425604120437344,0.308616672520792,0.265779207041864,Patriotas FC - Boyacá Chicó,1-1
